10023.Few_polyps.2-1.1.1.-	10025.Few_polyps.2-2.1.1.-	10029.Few_polyps.2-1.1.1.-	10031.Few_polyps.2-2.1.1.-	10036.Few_polyps.2-1.1.1.-	10037.Normal.1-1.1.1.-	10038.Few_polyps.2-1.1.1.-	10040.Few_polyps.2-2.1.1.-	10046.Few_polyps.2-2.1.1.-	10048.Normal.1-1.1.1.-	10052.Few_polyps.2-2.1.1.-	10058.Few_polyps.2-2.1.1.-	10060.Normal.1-2.1.1.-	10080.Normal.1-1.1.1.-	10092.Few_polyps.2-2.1.1.-	10100.Normal.1-2.1.1.-	10105.Few_polyps.2-1.1.1.-	10106.Normal.1-1.1.1.-	10107.Few_polyps.2-1.1.1.-	10114.Normal.1-1.1.1.-	10132.Few_polyps.2-1.1.1.-	10135.Few_polyps.2-1.1.1.-	10144.Few_polyps.2-1.1.1.-	10150.Few_polyps.2-2.1.1.-	10151.Few_polyps.2-2.1.1.-	10158.Normal.1-1.1.1.-	10169.Normal.1-2.1.1.-	10183.Few_polyps.2-2.1.1.-	10188.Normal.1-2.1.1.-	10197.Few_polyps.2-2.1.1.-	10200.Normal.1-1.1.1.-	10206.Few_polyps.2-1.1.1.-	10207.Normal.1-2.1.1.-	10208.Few_polyps.2-2.1.1.-	10212.Normal.1-1.1.1.-	10215.Few_polyps.2-2.1.1.-	10219.Few_polyps.2-1.1.1.-	10221.Normal.1-2.1.1.-	10223.Normal.1-1.1.1.-	10226.Few_polyps.2-1.1.1.-	10229.Few_polyps.2-1.1.1.-	10231.Few_polyps.2-1.1.1.-	10235.Few_polyps.2-2.1.1.-	10244.Few_polyps.2-1.1.1.-	10246.Normal.1-2.1.1.-	10250.Normal.1-1.1.1.-	10254.Few_polyps.2-2.1.1.-	10258.Few_polyps.2-1.1.1.-	10259.Few_polyps.2-2.1.1.-	10262.Normal.1-1.1.1.-	10269.Few_polyps.2-2.1.1.-	10271.Normal.1-2.1.1.-	10272.Few_polyps.2-2.1.1.-	10273.Few_polyps.2-2.1.1.-	10274.Few_polyps.2-2.1.1.-	10298.Few_polyps.2-2.1.1.-	10301.Few_polyps.2-1.1.1.-	10302.Normal.1-1.1.1.-	10304.Normal.1-2.1.1.-	10315.Normal.1-2.1.1.-	10317.Few_polyps.2-1.1.1.-	10318.Few_polyps.2-1.1.1.-	10320.Normal.1-2.1.1.-	10325.Normal.1-1.1.1.-	10335.Normal.1-2.1.1.-	10339.Few_polyps.2-2.1.1.-	10340.Normal.1-2.1.1.-	10341.Few_polyps.2-1.1.1.-	10349.Few_polyps.2-1.1.1.-	10350.Normal.1-1.1.1.-	10353.Normal.1-1.1.1.-	10354.Few_polyps.2-1.1.1.-	10356.Normal.1-2.1.1.-	10357.Few_polyps.2-1.1.1.-	10362.Normal.1-1.1.1.-	10364.Few_polyps.2-2.1.1.-	10378.Few_polyps.2-1.1.1.-	10390.Few_polyps.2-2.1.1.-	10456.Few_polyps.2-2.1.1.-	10463.Normal.1-2.1.1.-	10465.Few_polyps.2-1.1.1.-	10473.Few_polyps.2-2.1.1.-	10486.Normal.1-2.1.1.-	10487.Few_polyps.2-1.1.1.-	10489.Normal.1-2.1.1.-	10497.Normal.1-2.1.1.-	10504.Few_polyps.2-2.1.1.-	10508.Normal.1-2.1.1.-	10510.Few_polyps.2-2.1.1.-	10512.Few_polyps.2-1.1.1.-	10515.Normal.1-2.1.1.-	10519.Normal.1-1.1.1.-	10537.Normal.1-1.1.1.-	10541.Normal.1-2.1.1.-	10543.Few_polyps.2-2.1.1.-	10559.Normal.1-2.1.1.-	10562.Few_polyps.2-1.1.1.-	10570.Normal.1-2.1.1.-	10577.Few_polyps.2-1.1.1.-	10583.Normal.1-2.1.1.-	10585.Few_polyps.2-2.1.1.-	10586.Few_polyps.2-1.1.1.-	10587.Few_polyps.2-2.1.1.-	10589.Normal.1-2.1.1.-	10591.Few_polyps.2-1.1.1.-	10592.Normal.1-1.1.1.-	10593.Few_polyps.2-1.1.1.-	10618.Few_polyps.2-1.1.1.-	10620.Few_polyps.2-1.1.1.-	10621.Few_polyps.2-1.1.1.-	10622.Few_polyps.2-1.1.1.-	10627.Few_polyps.2-1.1.1.-	10632.Normal.1-1.1.1.-	10639.Normal.1-1.1.1.-	10647.Normal.1-1.1.1.-	10657.Few_polyps.2-1.1.1.-	10659.Few_polyps.2-1.1.1.-	10661.Normal.1-1.1.1.-	10663.Few_polyps.2-1.1.1.-	10678.Few_polyps.2-1.1.1.-	10684.Normal.1-1.1.1.-	10698.Normal.1-1.1.1.-	10701.Normal.1-1.1.1.-	10716.Normal.1-1.1.1.-	10726.Few_polyps.2-1.1.1.-	10733.Normal.1-1.1.1.-	10741.Few_polyps.2-1.1.1.-	10776.Normal.1-1.1.1.-	10784.Normal.1-1.1.1.-	10788.Normal.1-2.1.1.-	10794.Few_polyps.2-1.1.1.-	10797.Normal.1-2.1.1.-	10801.Few_polyps.2-1.1.1.-	10802.Normal.1-2.1.1.-	10804.Few_polyps.2-1.1.1.-	10805.Normal.1-2.1.1.-	10807.Few_polyps.2-1.1.1.-	10808.Few_polyps.2-2.1.1.-	10817.Few_polyps.2-1.1.1.-	10832.Normal.1-2.1.1.-	10835.Few_polyps.2-1.1.1.-	10838.Few_polyps.2-2.1.1.-	10850.Normal.1-1.1.1.-	10869.Normal.1-1.1.1.-	10889.Normal.1-1.1.1.-	10890.Normal.1-1.1.1.-	10907.Normal.1-1.1.1.-	10913.Normal.1-1.1.1.-	10924.Normal.1-1.1.1.-	10947.Normal.1-1.1.1.-	10968.Normal.1-1.1.1.-	10976.Normal.1-1.1.1.-	10990.Normal.1-1.1.1.-	11031.Normal.1-1.1.1.-	11035.Normal.1-1.1.1.-	11049.Normal.1-1.1.1.-	11057.Normal.1-1.1.1.-	11062.Normal.1-1.1.1.-	11106.Normal.1-1.1.1.-	11124.Normal.1-1.1.1.-	11159.Normal.1-1.1.1.-	11168.Few_polyps.2-1.1.1.-	11170.Normal.1-1.1.1.-	11171.Few_polyps.2-1.1.1.-	11203.Few_polyps.2-1.1.1.-	11209.Few_polyps.2-1.1.1.-	11210.Normal.1-1.1.1.-	11213.Normal.1-1.1.1.-	11223.Normal.1-1.1.1.-	11226.Normal.1-1.1.1.-	11227.Normal.1-2.1.1.-	11243.Normal.1-1.1.1.-	11255.Normal.1-1.1.1.-	11294.Normal.1-1.1.1.-	11299.Normal.1-1.1.1.-	11311.Few_polyps.2-1.1.1.-	11343.Normal.1-1.1.1.-	11354.Normal.1-1.1.1.-	11369.Normal.1-1.1.1.-	11379.Normal.1-1.1.1.-	11389.Normal.1-1.1.1.-	11409.Normal.1-1.1.1.-	11413.Normal.1-1.1.1.-	11419.Few_polyps.2-1.1.1.-	11431.Normal.1-1.1.1.-	11432.Few_polyps.2-1.1.1.-	11434.Few_polyps.2-1.1.1.-	11448.Normal.1-1.1.1.-	11449.Normal.1-1.1.1.-	11450.Normal.1-1.1.1.-	11451.Normal.1-1.1.1.-	11452.Normal.1-1.1.1.-	11454.Normal.1-1.1.1.-	11459.Few_polyps.2-1.1.1.-	11464.Normal.1-1.1.1.-	11467.Few_polyps.2-2.1.1.-	11473.Normal.1-1.1.1.-	11475.Normal.1-1.1.1.-	11477.Few_polyps.2-1.1.1.-	11480.Few_polyps.2-1.1.1.-	11486.Few_polyps.2-1.1.1.-	11487.Few_polyps.2-1.1.1.-	11489.Few_polyps.2-1.1.1.-	11492.Few_polyps.2-1.1.1.-	11495.Few_polyps.2-1.1.1.-	11501.Few_polyps.2-1.1.1.-	11513.Few_polyps.2-1.1.1.-	11521.Few_polyps.2-1.1.1.-	11524.Few_polyps.2-1.1.1.-	11526.Normal.1-2.1.1.-	11527.Normal.1-1.1.1.-	11528.Few_polyps.2-1.1.1.-	11580.Normal.1-1.1.1.-	11607.Normal.1-1.1.1.-	11626.Normal.1-1.1.1.-	11638.Normal.1-1.1.1.-	11641.Normal.1-1.1.1.-	11675.Normal.1-1.1.1.-	11682.Normal.1-1.1.1.-	11694.Normal.1-1.1.1.-	11710.Normal.1-1.1.1.-	11720.Normal.1-1.1.1.-	11754.Normal.1-1.1.1.-	11788.Normal.1-1.1.1.-	11796.Normal.1-1.1.1.-	11818.Normal.1-1.1.1.-	11821.Few_polyps.2-1.1.1.-	11822.Normal.1-1.1.1.-	11873.Normal.1-2.1.1.-	11885.Normal.1-1.1.1.-	11927.Normal.1-1.1.1.-	11942.Normal.1-1.1.1.-	11955.Normal.1-1.1.1.-	11965.Normal.1-1.1.1.-	11984.Normal.1-2.1.1.-	11996.Normal.1-1.1.1.-	12016.Normal.1-1.1.1.-	12070.Normal.1-1.1.1.-	12082.Normal.1-1.1.1.-	12101.Normal.1-1.1.1.-	12106.Normal.1-1.1.1.-	12165.Normal.1-1.1.1.-	12197.Normal.1-1.1.1.-	12204.Normal.1-1.1.1.-	12242.Normal.1-1.1.1.-	12243.Normal.1-1.1.1.-	12276.Normal.1-1.1.1.-	12340.Normal.1-1.1.1.-	12370.Normal.1-1.1.1.-	12389.Normal.1-1.1.1.-	12396.Normal.1-1.1.1.-	10033.Stage_0.4-1.1.1.-	10047.Stage_0.4-3.1.1.-	10055.Stage_0.4-1.1.1.-	10081.Stage_0.4-3.1.1.-	10134.Stage_0.4-1.1.1.-	10140.Stage_0.4-1.1.1.PrePost_sporadic	10154.Stage_0.4-1.1.1.-	10165.Stage_0.4-1.1.1.PrePost_sporadic	10177.Stage_0.4-1.1.1.-	10198.Stage_0.4-2.1.1.-	10203.Stage_0.5-3.1.1.-	10334.Stage_0.4-1.1.1.-	10338.Stage_0.4-1.1.1.PrePost_sporadic	10345.Stage_0.4-1.1.1.PrePost_sporadic	10358.Stage_0.4-1.1.1.-	10366.Stage_0.4-1.1.1.PrePost_sporadic	10385.Stage_0.4-1.1.1.PrePost_sporadic	10545.Stage_0.4-1.1.1.PrePost_sporadic	10565.Stage_0.4-1.1.1.PrePost_sporadic	10568.Stage_0.4-1.1.1.-	10576.Stage_0.4-1.1.1.-	10579.Stage_0.4-1.1.1.PrePost_sporadic	10596.Stage_0.4-1.1.1.PrePost_sporadic	10601.Stage_0.4-1.1.1.-	10648.Stage_0.4-1.1.1.-	10697.Stage_0.4-1.1.1.PrePost_sporadic	10722.Stage_0.4-1.1.1.-	10749.Stage_0.4-1.1.1.-	10756.Stage_0.4-1.1.1.-	10785.Stage_0.4-1.1.1.Shibata	10814.Stage_0.4-3.1.1.-	10853.Stage_0.4-1.1.1.-	10860.Stage_0.4-1.1.1.-	10866.Stage_0.4-1.1.1.-	10880.Stage_0.4-1.1.1.-	10888.Stage_0.4-1.1.1.-	10911.Stage_0.4-1.1.1.-	10934.Stage_0.4-1.1.1.-	10935.Stage_0.4-1.1.1.-	10967.Stage_0.4-1.1.1.-	10975.Stage_0.4-1.1.1.-	10980.Stage_0.4-1.1.1.-	10989.Stage_0.4-1.1.1.-	10992.Stage_0.4-1.1.1.-	11006.Stage_0.4-6.1.1.Shibata	11008.Stage_0.4-1.1.1.-	11011.Stage_0.4-1.1.1.-	11029.Stage_0.4-1.1.1.-	11048.Stage_0.4-1.1.1.Shibata	11110.Stage_0.4-1.1.1.-	11121.Stage_0.4-1.1.1.-	11151.Stage_0.4-1.1.1.-	11224.Stage_0.4-1.1.1.-	11237.Stage_0.4-1.1.1.-	11241.Stage_0.4-1.1.1.-	11281.Stage_0.4-1.1.1.-	11417.Stage_0.4-1.1.1.-	11423.Stage_0.4-1.1.1.-	11433.Stage_0.4-1.1.1.-	11438.Stage_0.4-1.1.1.-	11445.Stage_0.4-1.1.1.-	11453.Stage_0.4-1.1.1.-	11498.Stage_0.4-1.1.1.-	11510.Stage_0.4-1.1.1.-	11512.Stage_0.4-1.1.1.-	11819.Stage_0.4-6.1.1.-	11836.Stage_0.4-1.1.1.-	11851.Stage_0.4-1.1.1.-	11879.Stage_0.4-1.1.1.-	11891.Stage_0.4-1.1.1.-	11893.Stage_0.4-1.1.1.-	11929.Stage_0.4-1.1.1.-	11993.Stage_0.4-6.1.1.-
Pisciglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.4	3.01071428571	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	1.7	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.266666666667	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.25	0.0	0.2	0.3	0.0	0.1	0.0	0.2	0.0	0.0	0.0	0.5	0.0	0.0	0.6	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.2	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schwartzia	4.47420634921	1.03333333333	0.0	1.36666666667	46.5722222222	0.65	0.2	0.2	5.38333333334	0.0	10.8714285714	361.842857143	0.0	0.2	0.4	0.0	0.733333333334	0.0	11.6349206349	6.55	0.983333333334	1.0	0.0	0.2	1.2	1.05	0.0	0.0	0.6	0.0	96.6666666667	289.085714286	0.2	0.5	0.7	0.0	1.8	0.0	1.6	1.71666666667	0.0	0.0	0.0	0.285714285714	0.0	0.0	0.0	19.8880952381	0.0	0.0	0.0	0.0	0.1	0.2	0.0	0.0	0.0	43.05	0.9	0.0	0.0	2.0	0.9	9.6	0.0	0.2	0.0	7.79047619048	0.0	5.8	0.333333333334	0.0	39.3166666667	0.2	0.2	14.6	0.285714285714	0.1	1.0	0.0	0.142857142857	1.3	0.0	0.2	2.69166666667	6.57619047619	0.0	0.0	7.41190476191	0.0	0.0	2.51666666667	0.1	51.4333333333	0.0	0.0	0.4	0.0	0.2	0.25	0.0	0.0	0.0	0.2	0.2	0.225	0.75	0.0	0.2	79.45	0.0	0.3	0.9	0.4	0.0	0.0	6.37619047619	22.5833333333	5.36666666667	0.1	0.0	0.0	0.5	34.6	1.5	0.0	0.266666666667	0.325	0.3	0.0	0.7	0.0	1.25	0.2	0.0	4.0	0.0	0.0	0.2	0.0	0.0	0.0	9.19087301588	0.2	0.0	0.2	4.03333333333	0.2	0.0	0.0	33.1333333333	3.53333333333	0.0	0.4	0.4	0.0	0.0	6.57142857143	0.0	1.0	0.45	0.0	0.0	0.0	0.5	1.06666666667	0.0	58.75	0.8	0.0	0.0	0.0	0.0	11.0166666667	1.85	0.983333333334	57.7833333333	15.4	6.03333333333	1.51904761905	0.0	0.0	0.0	4.55	0.0	0.0	0.0	0.0	0.0	4.91666666666	0.0	0.0	3.0	0.0	10.8833333333	0.0	12.2	4.06666666667	0.2	0.0	0.0	2.65	0.885714285714	0.0	1.15	1.13333333333	1.3	0.0	8.13333333333	0.0	1.08571428571	0.4	0.0	0.0	0.0	0.2	0.0	0.0	0.4	0.0	0.0	0.0	0.2	0.0	7.4	0.0	1.2	0.0	0.0	0.0	0.2	32.4	0.0	0.5	5.83333333333	2.86904761905	22.0	0.0	53.25	3.25	0.0	0.0	0.2	36.65	1.0	0.0	0.4	1.08571428571	0.0	0.0	0.0	0.0	10.9238095238	16.1928571429	0.4	0.533333333334	0.0	0.8	0.4	26.0642857143	0.0	10.5761904762	0.4	0.0	2.25	0.0	13.7626984127	0.0	3.875	0.166666666667	2.325	0.458333333333	0.242857142857	0.1	0.0	0.0	0.1	0.0	0.1	1.94523809524	4.23452380952	0.0	1.85357142857	0.0	7.31666666667	0.4	0.0	5.05714285714	0.533333333334	0.0	1.28571428571	0.0	0.0	47.6023809524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63333333333	0.2	0.0	8.93333333333	1.76666666667	0.685714285714	69.9833333333	0.4	4.4880952381	0.0	0.0	0.0	0.685714285714	0.0	0.0	0.8	0.8	0.0	0.0	0.0	485.616666667	1.28571428571	0.6
Anaerosalibacter	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	2.22222222222	0.0	0.0	0.285714285714	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.2	0.2	0.2	0.0	0.0	0.2	0.4	0.4	0.0	0.0	0.4	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4
Algoriphagus	0.0	0.0	0.0	1.46666666667	0.0	0.0	0.0	0.0	0.8	0.0	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46666666667	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16666666667	0.0	2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	0.0	0.0	0.0	9.19166666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.25	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.4	1.6	0.0	0.0	0.166666666667	0.0	0.0	0.444444444444	2.76666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13333333334	0.0	0.0	0.0	0.0	0.0	0.0
Roseicyclus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
